tconst,titleType,primaryTitle,genres,Sinopsis,emocion,tmdb_id,imagen,plataformas,link,inPeru
tt0352732,movie,Ponmuttayidunna Tharavu,"[35, 18]","Bhaskaran, a goldsmith, is madly in love with Snehalatha, the daughter of astrologer, Panicker. When Bhaskaran asks for Sneha's hand in marriage, to his shock, she denies their love affair.",anger,353632.0,https://image.tmdb.org/t/p/w500/8lLzKQJ7bt7Ub862KTXGOt9dYyV.jpg,['Sun Nxt'],https://www.themoviedb.org/movie/353632/watch?locale=PE,True
tt0353725,movie,Meesha Madhavan,"[35, 18]","Madhavan (Dileep) is a clever thief who does robbery for a living. He is following the principles of his mentor Mullani Pappan (Mala Aravindan). Meesa Madhavan got his name by the popular saying that if Madhavan rolls his Mustache (Meesa in Malayalam) looking at someone, he will rob his house that night. His enemy was a local money lender Bhageerathan Pillai (Jagathy Sreekumar) who refused to give back his father's property.  Madhavan falls in love in Bhageerathan Pillai's daughter Rukmini (Kavya Madhavan). The sub inspector in the village Eappen Pappachi (Indrajith) has an eye on Rukmini. He steals the idol from the local Temple with the intention of selling it and puts the blame on Madhavan. It becomes Madhavan's responsibility to find the culprits and he does that with his mentor's help and thus uniting with his girl friend.",joy,312927.0,https://image.tmdb.org/t/p/w500/xpelfM80wAS2Od8qYa26AKyoi73.jpg,['Sun Nxt'],https://www.themoviedb.org/movie/312927/watch?locale=PE,True
tt0361748,movie,Inglourious Basterds,"[12, 18, 10752]","In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",fear,16869.0,https://image.tmdb.org/t/p/w500/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,['Star Plus'],https://www.themoviedb.org/movie/16869-inglourious-basterds/watch?locale=PE,True
tt0366840,movie,Okkadu,"[28, 18, 10749]","Ajay is in Kurnool for a Kabaddi match when he happens to save Swapna from a brutal factionist, Obul Reddy. The latter pursues them but Ajay refuses to back down from a confrontation with him.",anger,94965.0,https://image.tmdb.org/t/p/w500/1JU2kNk4D7B5E2sWY2IMbyMqjqe.jpg,['Sun Nxt'],https://www.themoviedb.org/movie/94965/watch?locale=PE,True
tt0367110,movie,Swades,"[18, -1]","A successful Indian scientist returns home to his village to take his nanny back to America with him, and in the process rediscovers his roots.",joy,15774.0,https://image.tmdb.org/t/p/w500/yUSL24kpHc9Nls4Pohia4shgcIM.jpg,['Netflix'],https://www.themoviedb.org/movie/15774/watch?locale=PE,True
tt0367495,movie,Anbe Sivam,"[12, 35, 18]",Nalla Sivam and Anbarasu meet under different circumstances and their lives are changed as they take the journey of their life.,sadness,26910.0,https://image.tmdb.org/t/p/w500/nT556HbikCCLABe8xQ4zQ2QIb0O.jpg,"['Netflix', 'Sun Nxt']",https://www.themoviedb.org/movie/26910/watch?locale=PE,True
tt0367575,movie,"Caballé, más allá de la música","[-1, 99, 10402]","This documentary spans the life and career of Spanish soprano Montserrat Caballé, one of the very best ever - a legend, arguably the ""queen"" of all divas still singing. In locations throughout the world where Ms. Caballé sang, we hear interviews with Ms. Caballé, her family, and by opera and music giants like Claudio Abbado, José Carreras, Giuseppe Di Stefano, Plácido Domingo, Renée Fleming, Dame Joan Sutherland, and Zubin Mehta, also appearing often in clips showing joint collaborations. Of these, the film includes passages from Caballé's most acclaimed roles such as ""Norma""', ""Tosca"" , ""Turandot"" and her earliest recorded live performance (1966) as ""Anne Boleyn,"" in addition to poignant and powerful live concert duets with fellow Spaniards Plácido Domingo, Juan Pons, and José Carreras.",joy,156400.0,https://image.tmdb.org/t/p/w500/hfb4HxcIGqxdrseOq7axQG6RR4t.jpg,['Amazon Prime Video'],https://www.themoviedb.org/movie/156400-caballe-mas-alla-de-la-musica/watch?locale=PE,True
tt0371602,movie,Chelisuva Modagalu,"[18, -1]","Mohan and his wife, Leela, are the leading lawyers. Trouble brews in their marital life and careers when Mohan defends his past lover who murdered her husband.",anger,307873.0,https://image.tmdb.org/t/p/w500None,['Sun Nxt'],https://www.themoviedb.org/movie/307873/watch?locale=PE,True
tt0372784,movie,Batman Begins,"[28, 80, 18]","Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",fear,272.0,https://image.tmdb.org/t/p/w500/4MpN4kIEqUjW8OPtOQJXlTdHiJV.jpg,['HBO Max'],https://www.themoviedb.org/movie/272-batman-begins/watch?locale=PE,True
tt0375880,movie,Kaadhal Konden,"[18, 10749, 53]","A genius-yet-introverted orphan, raised by a church priest, is sent to college where he turns out to be a social outcast. Although he is shunned by the majority of the other students, one girl shows him kindness and befriends him. Things take a turn when he falls for her, and she in turn falls for another classmate.",anger,69533.0,https://image.tmdb.org/t/p/w500/ahNgMaHCvL4DfNZdwOEUgQtRXRM.jpg,['Sun Nxt'],https://www.themoviedb.org/movie/69533/watch?locale=PE,True
tt0376076,movie,Pithamagan,"[28, 18]","A young orphan grows up in a graveyard and is devoid of any human feelings; when he leaves the cemetery and meets people, he experiences emotions for the first time.",joy,69638.0,https://image.tmdb.org/t/p/w500/z6J6EbrDo62pN3qHhiHd45MFFnY.jpg,['Sun Nxt'],https://www.themoviedb.org/movie/69638/watch?locale=PE,True
tt0376127,movie,Anniyan,"[28, 80, 18]","Unable to bear the growing corruption in society and rejection from his love interest,  a meek lawyer becomes diagnosed with multiple personality disorder due to which the personalities of  a vigilante killer and a supermodel start existing within him.",anger,19978.0,https://image.tmdb.org/t/p/w500/c00EX1zqb8DppHIRB6d51kN5Y27.jpg,['Sun Nxt'],https://www.themoviedb.org/movie/19978/watch?locale=PE,True
tt0378647,movie,Ramana,"[28, 18]",Ramana decides to abolish corruption once for all with the help of his students who are now working in various government offices.,anger,78955.0,https://image.tmdb.org/t/p/w500/wWi7rhn8d4OVmsO4VQSaFzKNuN3.jpg,['Sun Nxt'],https://www.themoviedb.org/movie/78955/watch?locale=PE,True
tt0381061,movie,Casino Royale,"[28, 12, 53]","Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond—on his maiden mission as a 00 Agent—to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",anger,36557.0,https://image.tmdb.org/t/p/w500/lMrxYKKhd4lqRzwUHAy5gcx9PSO.jpg,['Amazon Prime Video'],https://www.themoviedb.org/movie/36557-casino-royale/watch?locale=PE,True
tt0381681,movie,Before Sunset,"[18, 10749]","Nine years later, Jesse travels across Europe giving readings from a book he wrote about the night he spent in Vienna with Celine. After his reading in Paris, Celine finds him, and they spend part of the day together before Jesse has to again leave for a flight. They are both in relationships now, and Jesse has a son, but as their strong feelings for each other start to return, both confess a longing for more.",love,80.0,https://image.tmdb.org/t/p/w500/gycdE1ARByGQcK4fYR2mgpU6OO.jpg,['HBO Max'],https://www.themoviedb.org/movie/80-before-sunset/watch?locale=PE,True
tt0382932,movie,Ratatouille,"[12, 16, 35]","Remy, a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream.",anger,2062.0,https://image.tmdb.org/t/p/w500/t3vaWRPSf6WjDSamIkKDs1iQWna.jpg,['Disney Plus'],https://www.themoviedb.org/movie/2062-ratatouille/watch?locale=PE,True
tt0385928,movie,Panchatanthiram,"[35, 18]","Ram's friends hire Maggie, a call girl, to help him get over his wife, who mistakenly believes him to be a philanderer. However, they get in trouble when Maggie ends up dead.",anger,49033.0,https://image.tmdb.org/t/p/w500/ofTPB176uIsjGTdsZbQrVE86yxA.jpg,['Sun Nxt'],https://www.themoviedb.org/movie/49033/watch?locale=PE,True
tt0395169,movie,Hotel Rwanda,"[-1, 18, 36]","Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.",anger,205.0,https://image.tmdb.org/t/p/w500/p3pHw85UMZPegfMZBA6dZ06yarm.jpg,['Amazon Prime Video'],https://www.themoviedb.org/movie/205-hotel-rwanda/watch?locale=PE,True
tt0405159,movie,Million Dollar Baby,"[18, -1]","Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",joy,70.0,https://image.tmdb.org/t/p/w500/2ti3l1OeB8G94yyqfAI7nmMZUbA.jpg,['HBO Max'],https://www.themoviedb.org/movie/70-million-dollar-baby/watch?locale=PE,True
tt0405508,movie,Rang De Basanti,"[35, 80, 18]","After a group of friends graduate from Delhi University, they listlessly haunt their old campus, until a British filmmaker casts them in a film she's making about freedom fighters under British rule. Although the group is largely apolitical, the tragic death of a friend owing to local government corruption awakens their patriotism. Inspired by the freedom fighters they represent in the film, the friends collectively decide to avenge the killing.",sadness,7913.0,https://image.tmdb.org/t/p/w500/f1bF8CHzEu621bPSIg6XiUNAabh.jpg,['Netflix'],https://www.themoviedb.org/movie/7913/watch?locale=PE,True
tt0407887,movie,The Departed,"[80, 18, 53]","To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",anger,1422.0,https://image.tmdb.org/t/p/w500/nT97ifVT2J1yMQmeq20Qblg61T.jpg,"['Amazon Prime Video', 'HBO Max']",https://www.themoviedb.org/movie/1422-the-departed/watch?locale=PE,True
tt0417528,movie,Chale Chalo: The Lunacy of Film Making,[99],"The story of making ""Lagaan,"" one of the millennium's seminal Indian films, is told from the point of view of production team member Satyajit Bhatkal.",joy,499969.0,https://image.tmdb.org/t/p/w500/7j6hcgJGEjrQqL20lu53i7UM14f.jpg,['Netflix'],https://www.themoviedb.org/movie/499969-madness-in-the-desert/watch?locale=PE,True
tt0422320,movie,Ghilli,"[28, 18, 10749]","Muthu Pandi, a village strongman, decides to marry Dhanalakshmi, and begins his quest by eliminating everyone who opposes their union - starting with both her brothers. In desperation, Dhanalakshmi decides to escape from the village, and in the process is unwittingly assisted by a university Kabaddi player Velu.",fear,63647.0,https://image.tmdb.org/t/p/w500/mwXyBxPH6e7GgDdNicmalX1V9GI.jpg,['Sun Nxt'],https://www.themoviedb.org/movie/63647/watch?locale=PE,True
tt0425162,movie,Kaazhcha,[18],Pavan is a boy who reached Kerala after he lost everything in the Gujarat earthquake on the Republic Day. Operator Madhavan happens to meet the boy among the beggars. Initially he dislikes the boy but soon he becomes a part of Madhavan's family. But soon they must part with him as the Govt. decides to send him back to Gujarat. Can the family bear that?,anger,152784.0,https://image.tmdb.org/t/p/w500/8uczwt9YkOeIIh1uKGXxPR33N45.jpg,['Sun Nxt'],https://www.themoviedb.org/movie/152784/watch?locale=PE,True
tt0434409,movie,V for Vendetta,"[28, 18, -1]","In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",anger,752.0,https://image.tmdb.org/t/p/w500/1avD1JeaRiJX5M4ahPdZPypGoGN.jpg,['HBO Max'],https://www.themoviedb.org/movie/752-v-for-vendetta/watch?locale=PE,True
tt0435761,movie,Toy Story 3,"[12, 16, 35]","Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",anger,10193.0,https://image.tmdb.org/t/p/w500/AbbXspMOwdvwWZgVN0nabZq03Ec.jpg,['Disney Plus'],https://www.themoviedb.org/movie/10193-toy-story-3/watch?locale=PE,True
tt0440963,movie,The Bourne Ultimatum,"[28, 9648, 53]","Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.",fear,2503.0,https://image.tmdb.org/t/p/w500/15rMz5MRXFp7CP4VxhjYw4y0FUn.jpg,"['Amazon Prime Video', 'Star Plus', 'HBO Max']",https://www.themoviedb.org/movie/2503-the-bourne-ultimatum/watch?locale=PE,True
tt0450259,movie,Blood Diamond,"[12, 18, 53]","An ex-mercenary turned smuggler. A Mende fisherman. Amid the explosive civil war overtaking 1999 Sierra Leone, these men join for two desperate missions: recovering a rare pink diamond of immense value and rescuing the fisherman's son, conscripted as a child soldier into the brutal rebel forces ripping a swath of torture and bloodshed countrywide.",anger,1372.0,https://image.tmdb.org/t/p/w500/tnLxPpajkbVdbQl5B9CuD7sSpz9.jpg,['HBO Max'],https://www.themoviedb.org/movie/1372-blood-diamond/watch?locale=PE,True
tt0452956,movie,"Under Construction (or, the Place I Was Born No Longer Exists)",[99],Agüero is able to look at the scene in all it's complexity around architectonical brutality that Santiago de Chile underwent around the year 2000.,joy,256310.0,https://image.tmdb.org/t/p/w500/c6AXBrMtuNxdkNlkZXuO4AVHWVF.jpg,['DocAlliance Films'],https://www.themoviedb.org/movie/256310-aqui-se-construye-o-ya-no-existe-el-lugar-donde-naci/watch?locale=PE,True
tt0454921,movie,The Pursuit of Happyness,"[-1, 18]",A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,anger,1402.0,https://image.tmdb.org/t/p/w500/f6l9rghSHORkWLurUGJhaKAiyjY.jpg,"['Netflix', 'Paramount Plus', 'HBO Max', 'Claro video', 'Paramount Plus Apple TV Channel ']",https://www.themoviedb.org/movie/1402-the-pursuit-of-happyness/watch?locale=PE,True
tt0460476,movie,Joe Leahy's Neighbours,[99],Joe Leahy and his complicated relationship with the Guniga people in the Papua New Guinea highlands.,anger,220710.0,https://image.tmdb.org/t/p/w500/iHQr2YlFesT6n3DZegsZVjruNi4.jpg,['DOCSVILLE'],https://www.themoviedb.org/movie/220710-joe-leahy-s-neighbors/watch?locale=PE,True
tt0468569,movie,The Dark Knight,"[28, 80, 18]","Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",anger,155.0,https://image.tmdb.org/t/p/w500/qJ2tW6WMUDux911r6m7haRef0WH.jpg,['HBO Max'],https://www.themoviedb.org/movie/155-the-dark-knight/watch?locale=PE,True
tt0469494,movie,There Will Be Blood,[18],"Ruthless silver miner, turned oil prospector, Daniel Plainview, moves to oil-rich California. Using his son to project a trustworthy, family-man image, Plainview cons local landowners into selling him their valuable properties for a pittance. However, local preacher Eli Sunday suspects Plainview's motives and intentions, starting a slow-burning feud that threatens both their lives.",anger,7345.0,https://image.tmdb.org/t/p/w500/fa0RDkAlCec0STeMNAhPaF89q6U.jpg,['Netflix'],https://www.themoviedb.org/movie/7345-there-will-be-blood/watch?locale=PE,True
tt0481595,movie,Operation Spring,[99],"""Operation Spring"" is a documentary thriller about a police investigation and court proceedings against Africans suspected of belonging to a Nigerian drug ring. New laws were implemented and new methods of investigation were put to the test for the first time.  The film poses the question of whether the defendants ever stood a chance of receiving a fair trial.",joy,313791.0,https://image.tmdb.org/t/p/w500None,['DocAlliance Films'],https://www.themoviedb.org/movie/313791-operation-spring/watch?locale=PE,True
tt0482571,movie,The Prestige,"[18, 9648, -1]","A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",anger,1124.0,https://image.tmdb.org/t/p/w500/tRNlZbgNCNOpLpbPEz5L8G8A0JN.jpg,['HBO Max'],https://www.themoviedb.org/movie/1124-the-prestige/watch?locale=PE,True
tt0494831,movie,The Shutka Book of Records,[99],"A documentary about bizarre residents of Shutka, a Macedonian village built on the former city dump area. Shutka, where everyone is the champion of something. This film is a celebration of the culture, humor, spirit, oddities and idiosyncrasies of the Roma, one of the world's poorest and most persecuted peoples. Ultimately we are instructed in the celebration of life despite any and all circumstances - everyone is of value here.",sadness,167548.0,https://image.tmdb.org/t/p/w500/xReTlnXIsB5P9aAzs9EQPKzYQ6o.jpg,['DocAlliance Films'],https://www.themoviedb.org/movie/167548-knjiga-rekorda-sutke/watch?locale=PE,True
tt0816692,movie,Interstellar,"[12, 18, -1]",The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,fear,157336.0,https://image.tmdb.org/t/p/w500/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,"['Amazon Prime Video', 'HBO Max']",https://www.themoviedb.org/movie/157336-interstellar/watch?locale=PE,True
tt0825671,movie,Life in Loops (A Megacities RMX),[99],"Timo Novotny labels his new project an experimental music documentary film, in a remix of the celebrated film Megacities (1997), a visually refined essay on the hidden faces of several world ""megacities"" by leading Austrian documentarist Michael Glawogger. Novotny complements 30 % of material taken straight from the film (and re-edited) with 70 % as yet unseen footage in which he blends original shots unused by Glawogger with his own sequences (shot by Megacities cameraman Wolfgang Thaler) from Tokyo. Alongside the Japanese metropolis, Life in Loops takes us right into the atmosphere of Mexico City, New York, Moscow and Bombay. This electrifying combination of fascinating film images and an equally compelling soundtrack from Sofa Surfers sets us off on a stunning audiovisual adventure across the continents. The film also makes an original contribution to the discussion on new trends in documentary filmmaking. Written by KARLOVY VARY IFF 2006",anger,8.0,https://image.tmdb.org/t/p/w500/x7Sz339F2oC8mBf0DHCQpKizXaL.jpg,['DocAlliance Films'],https://www.themoviedb.org/movie/8-life-in-loops-a-megacities-rmx/watch?locale=PE,True
tt0848228,movie,The Avengers,"[28, -1]","When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",joy,24428.0,https://image.tmdb.org/t/p/w500/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,['Disney Plus'],https://www.themoviedb.org/movie/24428-the-avengers/watch?locale=PE,True
tt0861739,movie,Elite Squad,"[28, 80, 18]","In 1997, before the visit of the pope to Rio de Janeiro, Captain Nascimento from BOPE (Special Police Operations Battalion) is assigned to eliminate the risks of the drug dealers in a dangerous slum nearby where the pope intends to be lodged.",anger,7347.0,https://image.tmdb.org/t/p/w500/lwIXz785N2fXi8hsBr1IXciFlkM.jpg,['Amazon Prime Video'],https://www.themoviedb.org/movie/7347-tropa-de-elite/watch?locale=PE,True
tt0871510,movie,Chak De! India,"[18, 10751, -1]","A team of rag-tag girls with their own agenda form Team India competing for international fame in field hockey. Their coach, the ex-men's Indian National team captain, returns from a life of shame after being unjustly accused of match fixing in his last match. Can he give the girls the motivation required to win, while dealing with the shadows of his own past?",anger,14163.0,https://image.tmdb.org/t/p/w500/mmFMgEsTRCAGAtwffGpuo3mJsxN.jpg,['Amazon Prime Video'],https://www.themoviedb.org/movie/14163/watch?locale=PE,True
tt0892769,movie,How to Train Your Dragon,"[28, 12, 16]","As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.",fear,10191.0,https://image.tmdb.org/t/p/w500/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg,"['Amazon Prime Video', 'Paramount Plus', 'HBO Max', 'Claro video', 'Paramount Plus Apple TV Channel ']",https://www.themoviedb.org/movie/10191-how-to-train-your-dragon/watch?locale=PE,True
tt0910970,movie,WALL·E,"[12, 16, 10751]","What if mankind had to leave Earth and somebody forgot to turn the last robot off? After hundreds of years doing what he was built for, WALL•E discovers a new purpose in life when he meets a sleek search robot named EVE. EVE comes to realize that WALL•E has inadvertently stumbled upon the key to the planet's future, and races back to space to report to the humans. Meanwhile, WALL•E chases EVE across the galaxy and sets into motion one of the most imaginative adventures ever brought to the big screen.",joy,10681.0,https://image.tmdb.org/t/p/w500/hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg,['Disney Plus'],https://www.themoviedb.org/movie/10681-wall-e/watch?locale=PE,True
tt0911010,movie,White Light/Black Rain: The Destruction of Hiroshima and Nagasaki,"[99, 36]","Steven Okazaki presents a deeply moving look at the painful legacy of the first -- and hopefully last -- uses of nuclear weapons in war. Featuring interviews with fourteen atomic bomb survivors - many who have never spoken publicly before - and four Americans intimately involved in the bombings, White Light/Black Rain provides a detailed exploration of the bombings and their aftermath.",sadness,33588.0,https://image.tmdb.org/t/p/w500/43YQd9JMZvgjEtIBuC27EsAYyKP.jpg,['HBO Max'],https://www.themoviedb.org/movie/33588-white-light-black-rain-the-destruction-of-hiroshima-and-nagasaki/watch?locale=PE,True
tt0912591,movie,Miss Navajo,[99],The role of women and tradition in Dine (Navajo) culture is explored through a young girl's quest for the Miss Navajo Nation crown.,joy,140847.0,https://image.tmdb.org/t/p/w500/JeqjYnSUpPZA7Tg3fgtlD4KVlM.jpg,['WOW Presents Plus'],https://www.themoviedb.org/movie/140847-miss-navajo/watch?locale=PE,True
tt0947798,movie,Black Swan,"[18, 53]",A journey through the psyche of a young ballerina whose starring role as the duplicitous swan queen turns out to be a part for which she becomes frighteningly perfect.,joy,44214.0,https://image.tmdb.org/t/p/w500/rH19vkjAzCZ0HIUvrgB3rowm68h.jpg,['Star Plus'],https://www.themoviedb.org/movie/44214-black-swan/watch?locale=PE,True
tt0986264,movie,Like Stars on Earth,"[18, 10751]","Ishaan Awasthi is an eight-year-old whose world is filled with wonders that no one else seems to appreciate. Colours, fish, dogs, and kites don't seem important to the adults, who are much more interested in things like homework, marks, and neatness. Ishaan cannot seem to get anything right in class; he is then sent to boarding school, where his life changes forever.",sadness,7508.0,https://image.tmdb.org/t/p/w500/fwXhw9bERqKrJfJK6WGakPIh3FS.jpg,['Netflix'],https://www.themoviedb.org/movie/7508/watch?locale=PE,True
tt0993846,movie,The Wolf of Wall Street,"[-1, 35, 80]","A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",anger,106646.0,https://image.tmdb.org/t/p/w500/34m2tygAYBGqA9MXKhRDtzYd4MR.jpg,"['Amazon Prime Video', 'HBO Max']",https://www.themoviedb.org/movie/106646-the-wolf-of-wall-street/watch?locale=PE,True
tt10060772,movie,HAM: A Musical Memoir,"[35, 99, -1]","In this dazzlingly filmed live performance of Sam Harris’s award-winning one-man musical, Harris belts out original songs and beloved ballads while playing 11 different roles to tell his own life story — from growing up gay in Oklahoma’s Bible Belt to his escape for Los Angeles, where his rendition of “Over the Rainbow” on Star Search led to fame, Broadway, television, platinum records, and Carnegie Hall. But after the highs and lows of a life in show business, Sam ultimately learns to ask: When is enough finally enough?",joy,612425.0,https://image.tmdb.org/t/p/w500/oF9akKobAttBTDS5S0R3Escc0Gc.jpg,['BroadwayHD'],https://www.themoviedb.org/movie/612425-ham-a-musical-memoir/watch?locale=PE,True
tt10161248,movie,Método Livingston,"[-1, 99]","Successful architect ignored by the status quo, indefatigable polemist, old-school bon vivant and holy heretic in the Castro Cuba. Many lives fit in Rodolfo Livingston's, as this portrait of who seems to have been there, has always been ready for the camera.",joy,616240.0,https://image.tmdb.org/t/p/w500/kvKIJLsMDVZnJseaqYs0NBXUBmo.jpg,['DocAlliance Films'],https://www.themoviedb.org/movie/616240-metodo-livingston/watch?locale=PE,True
tt10189514,movie,Soorarai Pottru,"[28, 18]","Nedumaaran Rajangam ""Maara"" sets out to make the common man fly and in the process takes on the world's most capital intensive industry and several enemies who stand in his way.",anger,595228.0,https://image.tmdb.org/t/p/w500/83AFk8uxCpzAcCnVEnEw3sIKiiE.jpg,['Amazon Prime Video'],https://www.themoviedb.org/movie/595228/watch?locale=PE,True
tt10214220,movie,Maxima,[99],A multi-billion-dollar mining project is launched by the American Newmont Mining Corporation and lays claim to the land belonging to Preuvian highlander Máxima Acuña.,anger,596065.0,https://image.tmdb.org/t/p/w500/rA6wqjYgybWq3TVDJywS8UcvxI5.jpg,['DOCSVILLE'],https://www.themoviedb.org/movie/596065-maxima/watch?locale=PE,True
tt10214826,movie,Agent Sai Srinivasa Athreya,"[35, 80, 9648]","Agent Sai Srinivasa Athreya is a brilliant, underrated detective from Nellore who runs an agency called FBI which sees no business. He gets more than what he asked for when a case happens to fall right into his lap out of nowhere.",joy,610482.0,https://image.tmdb.org/t/p/w500/jMVfhhWfHLawVp3kd55KBy3VBsW.jpg,['Amazon Prime Video'],https://www.themoviedb.org/movie/610482/watch?locale=PE,True
tt10272386,movie,The Father,"[18, 9648]","A man refuses all assistance from his daughter as he ages and, as he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",sadness,600354.0,https://image.tmdb.org/t/p/w500/pr3bEQ517uMb5loLvjFQi8uLAsp.jpg,"['Netflix', 'Paramount Plus', 'Paramount Plus Apple TV Channel ']",https://www.themoviedb.org/movie/600354-the-father/watch?locale=PE,True
tt10280296,movie,Sardar Udham,"[-1, 80, 18]","A young Sardar Udham Singh left deeply scarred by the Jallianwala Bagh massacre, escaped into the mountains of Afghanistan, reaching London in 1933-34. Carrying an unhealed wound for 21 years, the revolutionary assassinated Michael O’Dwyer on 13th March, 1940, the man at the helm of affairs in Punjab, April 1919 to avenge the lost lives of his beloved brethren.",anger,598826.0,https://image.tmdb.org/t/p/w500/5m0ir7GygfhzBBwFYRWzQ7yY0De.jpg,['Amazon Prime Video'],https://www.themoviedb.org/movie/598826/watch?locale=PE,True
tt1028532,movie,Hachi: A Dog's Tale,"[-1, 18, 10751]",A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.,anger,28178.0,https://image.tmdb.org/t/p/w500/lsy3aEsEfYIHdLRk4dontZ4s85h.jpg,"['Amazon Prime Video', 'Claro video']",https://www.themoviedb.org/movie/28178-hachi-a-dog-s-tale/watch?locale=PE,True
tt10295212,movie,Shershaah,"[28, -1, 18]","Inspired by the life of Captain Vikram Batra (PVC), the film celebrates his bravery, valiant spirit and honors his invaluable sacrifice during the Kargil War of 1999, at the age of 24.",joy,599925.0,https://image.tmdb.org/t/p/w500/zGvFnwoXJKrYnKhoVPytqkqCJ8V.jpg,['Amazon Prime Video'],https://www.themoviedb.org/movie/599925/watch?locale=PE,True
tt10324144,movie,Article 15,"[80, 18, 9648]","A young IPS officer’s new posting in rural India has him confronting caste disparities and uncomfortable truths in the face of a gruesome crime. When three girls go missing in the fictional village of Lalgaon, two of them are found dead and there is no trace of the third one. Where is she and who is responsible for this heinous act?",sadness,597089.0,https://image.tmdb.org/t/p/w500/egknEWNt2B0slG2OC0gSpLZdVHj.jpg,['Netflix'],https://www.themoviedb.org/movie/597089-article-15/watch?locale=PE,True
tt10366460,movie,CODA,"[35, 18, 10402]","As a CODA (Child of Deaf Adults), Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her love of music and her fear of abandoning her parents.",fear,776503.0,https://image.tmdb.org/t/p/w500/BzVjmm8l23rPsijLiNLUzuQtyd.jpg,"['Amazon Prime Video', 'HBO Max']",https://www.themoviedb.org/movie/776503-coda/watch?locale=PE,True
