tconst,titleType,primaryTitle,genres,emocion
tt0982917,movie,The Rat Thing,[35],joy
tt0983990,movie,1971,"[28, 18, 10752]",joy
tt0984075,movie,Nital,[18],sadness
tt0985061,movie,"Ready, Set, Bag!",[99],joy
tt0985615,movie,Gagay: Prinsesa ng brownout,[35],sadness
tt0985631,movie,The Bandit K.,[18],anger
tt0986264,movie,Like Stars on Earth,"[18, 10751]",sadness
tt0986329,movie,Mungaru Male,"[35, 10402, 10749]",sadness
tt0986347,movie,Confusions of an Unmarried Couple,[35],fear
tt0990377,movie,Slayer,[18],anger
tt0990452,movie,The War on Drugs,[99],anger
tt0993846,movie,The Wolf of Wall Street,"[-1, 35, 80]",anger
tt1000111,movie,Joyjatra,[18],fear
tt1000702,movie,Circus Rosaire,[99],joy
tt10010368,movie,The Australian Dream,"[99, 18, -1]",joy
tt10011252,movie,Watson,"[-1, 99]",anger
tt10011448,movie,Linda Ronstadt: The Sound of My Voice,"[-1, 99, 10402]",joy
tt1002538,movie,I Am an American Soldier: One Year in Iraq with the 101st Airborne,"[99, 10752]",joy
tt1003116,movie,Pete Seeger: The Power of Song,"[99, 10402]",anger
tt10038830,movie,Roses. Film-Cabaret,"[99, -1]",joy
tt10042868,movie,Generation Wrecks,[35],anger
tt10048128,movie,Maurice Hines: Bring Them Back,"[99, 10402]",joy
tt10054544,movie,VI,[53],sadness
tt10060772,movie,HAM: A Musical Memoir,"[35, 99, -1]",joy
tt10062150,movie,Yücel'in Çiçekleri,"[-1, 99, 36]",anger
tt10068916,movie,Made in Abyss: Dawn of the Deep Soul,"[12, 16, 18]",fear
tt10071606,movie,Supreme Motherhood: The Journey of Mata Sahib Kaur,"[12, 16, 36]",anger
tt10095266,movie,Climate Change: The Facts,[99],anger
tt1010048,movie,Slumdog Millionaire,"[80, 18, 10749]",anger
tt10106822,movie,Bhetali Tu Punha,[10749],sadness
tt10121372,movie,Roger Waters - Us + Them,"[99, 10402]",joy
tt10122042,movie,Kingdom Men Rising,[99],joy
tt10127546,movie,The Lehman Trilogy,[18],sadness
tt10134372,movie,Maybe This Year,"[99, -1]",joy
tt1013854,movie,Nömadak Tx,[99],anger
tt10140990,movie,Mindgame,"[80, 18]",joy
tt10141990,movie,We Shall Not Die Now,"[99, 36, 10752]",anger
tt1014761,movie,The Ballad of Esequiel Hernández,[99],fear
tt1014762,movie,Home,"[99, 10751]",anger
tt1014778,movie,Unstrung,"[99, -1]",anger
tt10160742,movie,National Theater Live: Cyrano de Bergerac,"[18, 10749]",joy
tt10161248,movie,Método Livingston,"[-1, 99]",joy
tt10185752,movie,Valstybes paslaptis,[99],anger
tt10187130,movie,Drowsy City,"[80, 18]",fear
tt10189514,movie,Soorarai Pottru,"[28, 18]",anger
tt1019442,movie,Jeffie Was Here,"[12, 35]",fear
tt10196568,movie,On the Divide,[99],anger
tt10197354,movie,Ikinci pärdä,[18],anger
tt10199974,movie,Pareeksha,[18],joy
tt10204276,movie,Soldiers Without Guns,[99],fear
tt1020845,movie,Uganda Rising,[99],anger
tt10214220,movie,Maxima,[99],anger
tt10214826,movie,Agent Sai Srinivasa Athreya,"[35, 80, 9648]",joy
tt10218112,movie,Courageous Warriors Beauty from the Ashes,[99],joy
tt1023142,movie,Towncraft,[99],joy
tt10233050,movie,Jesus of Nazareth,[18],anger
tt10245450,movie,A Chef's Voyage,[99],joy
tt1024995,movie,Sleepwalking Through the Mekong,"[99, -1]",joy
tt10256818,movie,Ambu,[18],sadness
tt10260408,movie,True Justice: Bryan Stevenson's Fight for Equality,[99],anger
tt1027091,movie,Letting Go of God,[99],anger
tt10272386,movie,The Father,"[18, 9648]",sadness
tt10276114,movie,Rapid Response,"[99, -1]",joy
tt10278930,movie,Divaldo: O Mensageiro da Paz,"[-1, 18]",joy
tt10280296,movie,Sardar Udham,"[-1, 80, 18]",anger
tt1028532,movie,Hachi: A Dog's Tale,"[-1, 18, 10751]",anger
tt1029172,movie,The War on Democracy,[99],joy
tt1029432,movie,Moonlight & Magic,"[12, 18]",anger
tt10295212,movie,Shershaah,"[28, -1, 18]",joy
tt10298202,movie,Greek Rock Revolution,"[99, 10402]",anger
tt10300570,movie,Kadaisi Vivasayi,"[35, 18]",anger
tt10312668,movie,Tell No One,[99],anger
tt1031296,movie,Your Neighbor's Son,[99],anger
tt10324144,movie,Article 15,"[80, 18, 9648]",sadness
tt10337582,movie,Last 6 Hours,"[18, 53]",anger
tt1034053,movie,Mozhi,"[35, 10749]",anger
tt10344254,movie,"Ready, Steady, No!",[35],sadness
tt1035731,movie,Dare Not Walk Alone,[99],anger
tt10364336,movie,Spirit Animal,[27],anger
tt10366460,movie,CODA,"[35, 18, 10402]",fear
tt10370116,movie,Single Slipper Size - 7,"[18, 53]",fear
tt10380266,movie,Adutha Chodyam,"[18, 53]",anger
tt10384504,movie,Present Laughter,[35],sadness
tt10384514,movie,A Midsummer Night's Dream,"[35, 18, 10749]",anger
tt10384606,movie,Borderless,[99],anger
tt10389180,movie,1946: The Mistranslation That Shifted Culture,"[99, 36]",anger
tt1039647,movie,The Union: The Business Behind Getting High,[99],anger
tt1039980,movie,Tender Is the Wolf,[18],anger
tt10403346,movie,El Credo,[99],anger
tt10404530,movie,National Theatre Live: Hansard,[18],love
tt10407900,movie,The Cure: Anniversary 1978-2018 Live in Hyde Park,"[99, 10402]",joy
tt10416734,movie,Space MOMs,[18],anger
tt10422486,movie,Scrap,[18],sadness
tt10431500,movie,Miracle in Cell No. 7,[18],sadness
tt10442108,movie,Kinky Boots: The Musical,[-1],joy
tt10445280,movie,Uncivilized,"[12, 99]",fear
tt10453164,movie,Paw Patrol: Sea Patrol,[16],joy
tt1045798,movie,4,"[99, 10402, -1]",joy
tt10469118,movie,Hellaro,[18],anger
tt1046984,movie,Souvenirs,[99],joy
tt10471420,movie,Rush: Cinema Strangiato 2019,[10402],joy
tt10472884,movie,Rascal Does Not Dream of a Dreaming Girl,"[16, 18, 14]",joy
tt1047459,movie,Religion,"[18, 36]",anger
tt10475672,movie,The Return of the Cup - The Film,"[99, -1]",joy
tt1047712,movie,Larger Than Life,"[-1, 99]",anger
tt10485396,movie,Anak Muda Palsu,[35],sadness
tt1049413,movie,Up,"[12, 16, 35]",anger
tt10506096,movie,The Mali-Cuba Connection,"[99, 10402]",joy
tt1050710,movie,Father and Godfather,[18],joy
tt10508366,movie,Mi,[18],fear
tt10509642,movie,"I Go Gaga, My Dear",[99],anger
tt10514932,movie,Ageless Love,[10749],joy
tt10515086,movie,The Blue Elephant 2,"[80, 18, 27]",sadness
tt10526632,movie,Heat Singers,[99],sadness
tt10530128,movie,Shining Star: The Birth of New Luna-Queen,"[16, 14, -1]",joy
tt10534500,movie,#Home,[18],joy
tt1053792,movie,41,"[-1, 99, 10402]",sadness
tt10545076,movie,Bring the Soul: The Movie,"[99, 10402]",joy
tt10545484,movie,Evaru,"[80, 18, 9648]",fear
tt10549118,movie,O Barato de Iacanga,"[-1, 99, 36]",joy
tt10553086,movie,Medicating Normal (2020),[99],joy
tt1055362,movie,American Harmony,"[99, 10402]",joy
tt10554232,movie,Dara of Jasenovac,"[18, 10752]",anger
tt10556746,movie,Hikaru Utada: Laughter in the Dark Tour 2018,"[99, 10402]",joy
tt10569638,movie,Miss U Mister,"[18, 10749]",sadness
tt10580158,movie,Baba,[18],sadness
tt10607676,movie,Finding Jack Charlton,"[99, -1]",joy
tt10622260,movie,Roll with It,[35],anger
tt10623178,movie,Alida,[99],joy
tt10627530,movie,Life Ain't Like the Movies,[18],anger
tt10640384,movie,99 Names of Love,"[18, 10751, 10749]",anger
tt10651230,movie,The Peasants,"[16, 18, 36]",anger
tt10662444,movie,Tusta,"[-1, 99]",joy
tt1067108,movie,The Godfather of Disco,"[99, 10402]",joy
tt10683800,movie,Free Burma Rangers,[99],joy
tt10687070,movie,Mandela,"[35, 18]",anger
tt10688008,movie,Making of the Wild Pear Tree,[99],anger
tt1068956,movie,In the Name of God,[18],anger
tt1069238,movie,Departures,[18],sadness
tt10698680,movie,K.G.F: Chapter 2,"[28, 80, 18]",anger
tt10702760,movie,National Theatre Live: Fleabag,[35],sadness
tt10702812,movie,Bitter Bread,[99],anger
tt10706602,movie,Collective,"[80, 99]",sadness
tt10710246,movie,Eftihia,"[-1, 18, 10402]",anger
tt10720690,movie,Cyril contre Goliath,[99],anger
tt10725428,movie,The Jackie Stiles Story,"[99, -1]",anger
tt10732436,movie,"Te dua, I Swear","[35, 80, 18]",anger
tt10739144,movie,8 Minutes and 19 Seconds,[18],love
tt10765852,movie,Metallica & San Francisco Symphony - S&M2,"[99, 10402]",joy
tt10766468,movie,Gintama: The Final,"[28, 16, 35]",joy
tt10767976,movie,Fatteshikast,"[28, 18, 36]",anger
tt1076843,movie,Pisay,"[35, 18]",sadness
tt1077012,movie,Special People,[18],anger
tt10788798,movie,The Lost Pyramid,"[12, 99]",joy
tt10788912,movie,Wei,[99],sadness
tt10805280,movie,Brothers from Malta,[35],fear
tt10811166,movie,The Kashmir Files,[18],sadness
tt10816692,movie,Lohardaga,[18],anger
tt10820234,movie,The Fan Connection,[99],joy
tt10825052,movie,Chasing Chasing Amy,[99],fear
tt10825504,movie,Gaza Fights for Freedom,[99],anger
tt1082876,movie,Tales from the Catholic Church of Elvis!,"[35, 18]",anger
tt10834006,movie,A Truthful Mother,[16],joy
tt10843712,movie,Five Years North,[99],fear
tt10845704,movie,Mang Kepweng: The Mystery of the Black Scarf,"[35, 14, 27]",joy
tt10846008,movie,Bobcat Moretti,[18],anger
tt1084676,movie,Darling! The Pieter-Dirk Uys Story,[99],anger
tt10851618,movie,Rising Phoenix,"[99, -1]",joy
tt10853382,movie,Puritan: All of Life to The Glory of God,[99],joy
tt10870258,movie,Horas Amang: Tiga Bulan Untuk Selamanya,"[35, 18]",sadness
tt10872600,movie,Spider-Man: No Way Home,"[28, 12, 14]",fear
tt10883172,movie,Sorority,[18],sadness
tt10889948,movie,You Are Not a Soldier,[99],sadness
tt10890570,movie,"Everton, Howard's Way","[99, -1]",joy
tt10919132,movie,Love Mocktail,"[18, 10749]",joy
tt10919240,movie,Malik,"[28, -1, 80]",anger
tt1092018,movie,Mr. Sadman,"[35, 18]",anger
tt10923312,movie,Crack Fighters,[18],anger
tt10927784,movie,Rickshawala,[18],joy
tt10935954,movie,Human with a Stool,[99],sadness
tt1093830,movie,Here Is What Is,[99],anger
tt10941616,movie,"Seniors, a dogumentary",[99],joy
tt1094594,movie,Sigur Rós: Heima,"[99, 10402]",joy
tt10951512,movie,Além de Nós,[18],joy
tt10953242,movie,Malos Padres,[35],anger
tt1095417,movie,Morning,[18],anger
tt1095426,movie,Sheltered Life,[18],fear
tt10968694,movie,Paakaati Po,"[35, 10749]",anger
tt1097260,movie,A Promise to the Dead: The Exile Journey of Ariel Dorfman,[99],anger
tt11010206,movie,Gala Gecesi,"[99, -1]",anger
tt11011980,movie,Butenland,[99],anger
tt11015978,movie,The Girl on the Bridge,[99],joy
tt11032374,movie,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,"[28, 12, 16]",fear
tt1104120,movie,Saray,"[18, 10749]",anger
tt11042658,movie,Gantumoote,"[18, 10749]",anger
tt11042786,movie,Karsmênia,[12],anger
tt1105273,movie,Dirty Country,[99],anger
tt11068094,movie,White Bird,"[12, -1, 18]",joy
tt11076052,movie,Electric Burma,[99],joy
tt11076278,movie,Controlled,[53],sadness
tt1107924,movie,Maria Bethânia - Pedrinha de Aruanda,[99],joy
tt11081206,movie,Khari Biscuit,[18],anger
tt11099860,movie,Blue Marble Sky,[99],fear
tt1110287,movie,You Must Be This Tall: The Story of Rocky Point Park,"[99, 36]",joy
tt1111821,movie,Prince of Pot: The U.S. vs. Marc Emery,[99],anger
tt1111933,movie,Oso Blanco,[99],anger
tt11119936,movie,BTS World Tour 'Love Yourself: Speak Yourself' (The Final) Seoul Live Viewing,[10402],joy
tt11129346,movie,The Everwarm Bed,[99],joy
tt1113829,movie,George Harrison: Living in the Material World,"[-1, 99, 10402]",joy
tt11138912,movie,Vickida No Varghodo,"[35, 18]",joy
tt11143108,movie,Oh My Kadavule,"[35, 14, 10749]",fear
tt11146760,movie,Panghrun,"[18, -1]",sadness
tt11147976,movie,The Horn,"[27, -1]",joy
tt11151768,movie,The Parker Sessions,[27],fear
tt11164090,movie,The Moving on Phase,[35],anger
tt11166370,movie,The Race to Alaska,[99],fear
tt11169628,movie,The Undoing,[18],sadness
tt11173106,movie,Sufna,[10749],joy
tt11174632,movie,Pure Art,[99],joy
tt11191124,movie,Primal: Tales of Savagery,"[28, 12, 16]",fear
tt11192896,movie,One Night: Joshua vs. Ruiz,"[99, -1]",anger
tt11197384,movie,Hillary: Ocean to Sky,[99],anger
tt11206854,movie,The Guardian of Memory,[99],sadness
tt11229886,movie,Les Misérables: The Staged Concert,"[18, 36, -1]",joy
tt11235142,movie,Dia,"[18, 10749]",sadness
tt11237838,movie,The Furry Fortune,[35],anger
tt11241544,movie,Bhotbhoti,[10749],joy
tt1124217,movie,Who Does She Think She Is?,[99],anger
tt11242532,movie,Viva the Underdogs,[99],anger
tt11270276,movie,In Search of the Dead,[99],fear
tt11273904,movie,Kalidasa Kannada Meshtru,[18],anger
tt11278140,movie,Fandango at the Wall,"[99, 10402]",joy
tt1128075,movie,Love Exposure,"[28, 35, 18]",anger
tt11280912,movie,Maarjaara Oru Kalluvacha Nuna,[18],fear
tt11290556,movie,The Way I See It,[99],anger
tt1129435,movie,The Beaches of Agnès,"[-1, 99]",sadness
tt11297308,movie,The Rocket,"[12, 35]",sadness
tt1130884,movie,Shutter Island,"[9648, 53]",fear
tt11313114,movie,Agora II: Chained,[99],joy
tt1132195,movie,White Diamond,"[99, 10402]",joy
tt11322040,movie,The Improviser,"[35, 53]",joy
tt11322920,movie,Ayyappanum Koshiyum,"[28, 18, 53]",anger
tt11342846,movie,Reel Rock 14,"[12, 99, -1]",joy
tt11342978,movie,I Am Belmaya,[99],anger
tt11350286,movie,Khökhö,[18],sadness
tt11355000,movie,i1,[18],anger
tt11358988,movie,Soul Land Movie: The Battle of Two Gods,"[28, 16, 18]",anger
tt11367634,movie,Outside the City,[99],anger
tt11374306,movie,Gia thimise mou,[18],anger
tt11375428,movie,Hridayam,"[18, -1, 10749]",joy
tt11377142,movie,Route 66,[12],joy
tt11378230,movie,Resacón en China,[35],anger
tt1138006,movie,I Am Because We Are,[99],joy
tt11383000,movie,Cannibal Comedian,"[35, 27]",anger
tt11384372,movie,Jodi,"[35, 18, 10749]",joy
tt11396310,movie,Viduthalai: Part 1,"[28, 80, 18]",anger
tt1140873,movie,Saving Luna,[99],fear
tt11422728,movie,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)","[99, 10402]",joy
tt11423800,movie,Boy in the Corner,"[80, 18]",joy
tt11423818,movie,Pawankhind,"[28, 18, 36]",anger
tt1142588,movie,Woman,[-1],joy
tt1143105,movie,Fighting for Life,"[99, 10752]",sadness
tt1144544,movie,A Federal Case,"[28, 18, 10751]",anger
tt11465650,movie,American Gospel: Christ Crucified,[99],anger
tt11469466,movie,The Haunted House: The Sky Ghost vs Jormungandr,"[28, 12, 16]",anger
tt11469744,movie,Mathu Vadalara,"[35, 80, 53]",sadness
tt11474750,movie,Dhakad Chhora,"[35, 18, 10751]",joy
tt1147538,movie,Exodos,"[28, 12, 80]",sadness
tt1147543,movie,Following the Ninth: In the Footsteps of Beethoven's Final Symphony,"[99, 18, 36]",joy
tt1147683,movie,For Love of Amy,[18],sadness
tt11492862,movie,Ekda Kaay Zala,"[18, 10751]",sadness
tt11501556,movie,30 de ani de democratie,[99],anger
tt11510804,movie,Turn of the Cheek,[18],anger
tt11519872,movie,To the Limit - Fabio Wibmer,[99],joy
tt11522604,movie,The Unknown Athenians,[99],fear
tt11527420,movie,Spirit & Truth: A Film About Worship,[99],anger
tt1152758,movie,Dear Zachary: A Letter to a Son About His Father,"[-1, 80, 99]",joy
tt1152778,movie,My Mother's Garden,[99],anger
tt1153545,movie,Who Shot Mamba?,"[35, 9648, -1]",anger
tt11547882,movie,Babies are Still Murdered Here,[99],anger
tt11555492,movie,Farha,[18],joy
tt1155587,movie,Callous,[18],anger
tt11569768,movie,Tu Rajee Re,[18],sadness
tt11574990,movie,Without Getting Killed or Caught,[99],joy
tt1157618,movie,The Wind and the Water,[18],sadness
tt1157700,movie,Puujee,[99],joy
tt1157718,movie,Slingshot Hip Hop,"[99, 10402]",anger
tt1157720,movie,Stranded,[99],fear
tt11580854,movie,Sarpatta Parambarai,"[28, 18, -1]",anger
tt11581174,movie,Karnan,"[28, 18]",anger
tt1158712,movie,Hanggang dito na lamang at maraming salamat,"[35, 18]",sadness
tt11587720,movie,Mhorkya,[18],joy
tt11593986,movie,A Mother,[18],anger
tt11595416,movie,The Weight of Chains 3,[99],anger
tt1160419,movie,Dune,"[28, 12, 18]",anger
tt11604676,movie,Nayattu,"[80, 53]",anger
tt1160619,movie,Ti tou jiang,[18],anger
tt1160935,movie,Salata baladi,[99],joy
tt11614050,movie,Carta para Além dos Muros,[99],sadness
tt11616194,movie,III,[10402],sadness
tt1161647,movie,Last Getaway,"[35, 27, 9648]",fear
tt11617492,movie,Orbius,[14],joy
tt11639296,movie,The Matter of Life,[99],joy
tt11639420,movie,High School Fleet the Movie,"[28, 12, 16]",joy
tt11651550,movie,Operation Java,"[80, 18, 53]",anger
tt11651650,movie,Higuita,[18],anger
tt11651668,movie,Ruby's Choice,"[35, 18]",anger
tt1165293,movie,Playing,"[99, 18]",anger
tt11653688,movie,Local Utpaat,"[28, 35]",anger
tt11657324,movie,Girl Like You,[99],anger
tt11657442,movie,A Worm in the Heart,[99],anger
tt11671040,movie,Riverdance 25th Anniversary Show,[-1],joy
tt11674730,movie,The Last Stop in Yuma County,"[80, 53]",anger
tt11684668,movie,In the Dark of the Valley,"[99, 36]",sadness
tt11692284,movie,Road to Boston,"[-1, 18, -1]",anger
tt11698512,movie,Excuse Me,[18],anger
tt11699274,movie,That's Wild,[99],fear
tt11703166,movie,13 Lost: The Untold Story of the Thai Cave Rescue,[99],anger
tt11704354,movie,Kesari (Saffron),[18],sadness
tt11706558,movie,Fang,"[18, 27]",sadness
tt11706872,movie,Richelieu,[18],anger
tt1171701,movie,The Breath,"[28, 18, 53]",anger
tt11730576,movie,Cycle,[35],fear
tt1173707,movie,Game: Life After the Math,"[80, 99, 10402]",anger
tt11737772,movie,Chal Mera Putt 2,[18],anger
tt11749676,movie,Le cavalier mongol,[99],joy
tt11773174,movie,Sea Sparkle,[10751],anger
tt11773308,movie,Ranga Maarthaanda,[18],sadness
tt11774348,movie,War Note,[99],sadness
tt11779688,movie,Safalta 0KM,[18],fear
tt11779744,movie,Ajinkya,[10749],joy
tt11782684,movie,Convalescent,[18],love
tt11783582,movie,The Great Brady Heist,"[99, -1]",joy
tt1179760,movie,Balaton retró,[99],anger
tt11802110,movie,Moscow. Dormitory area,[99],anger
tt11804030,movie,Sweety Satarkar,"[35, 18, 10751]",anger
tt1180583,movie,Vaaranam Aayiram,"[28, 18, -1]",sadness
tt11810432,movie,Natsuki: The Movie,"[-1, 35, 99]",anger
tt11817054,movie,Aathva Rang Premacha,[18],anger
tt11827350,movie,Far East Deep South,[99],sadness
tt11841830,movie,Black Rose,[53],anger
tt11851698,movie,Dio: Dreamers Never Die,"[-1, 99, 10402]",joy
tt1185237,movie,D Tour: A Tenacious Documentary,"[99, 10402]",joy
tt1185365,movie,Intimidad,[99],sadness
tt11853702,movie,Hong Kong 1942,"[18, 10749, 10752]",anger
tt1185598,movie,Hori Smoku Sailor Jerry: The Life of Norman K. Collins,[99],joy
tt1185616,movie,Waltz with Bashir,"[16, -1, 99]",anger
tt1185618,movie,With Gilbert & George,[99],joy
tt11856684,movie,Dettori,[99],joy
tt11858196,movie,Secrets of the Surface: The Mathematical Vision of Maryam Mirzakhani,"[-1, 99]",joy
tt11864802,movie,UFC 249: Khabib vs. Ferguson,[-1],anger
tt11865568,movie,The Nightingale Sings,[99],anger
tt11867430,movie,Operation Antha,"[80, 9648]",anger
tt1187043,movie,3 Idiots,"[35, 18]",sadness
tt11872668,movie,Making the Day,"[35, 18]",joy
tt1187354,movie,Refusenik,[99],anger
tt11874226,movie,David Byrne's American Utopia,"[99, 10402, -1]",joy
tt11879314,movie,Far from Bashar,[99],joy
tt11884616,movie,Never Too Late: The Doc Severinsen Story,"[-1, 99, 10402]",anger
tt1188744,movie,Shahida,[99],anger
tt1188751,movie,Sympathetic Details,[53],anger
tt1189030,movie,Dahan,[18],joy
tt11900404,movie,Caught in the Net,"[80, 99]",joy
tt11905470,movie,Screenplay of an Indian Love Story,[18],joy
tt1191128,movie,Mediator,"[80, 18]",fear
tt11916302,movie,Derek DelGaudio's In & Of Itself,[99],anger
tt11918406,movie,Black Sabbath: The End,[10402],sadness
tt11924162,movie,Raani,"[18, 53]",anger
tt11947446,movie,Ikko Mikke,"[35, 18, 10751]",anger
tt11952822,movie,Mnohaya lita. Stoyko,"[-1, 99, 10751]",joy
tt11953248,movie,Garuda Gamana Vrishabha Vahana,"[80, 18, 53]",joy
tt11960634,movie,Me Vasantrao,[-1],joy
tt11989890,movie,David Attenborough: A Life on Our Planet,"[-1, 99]",joy
tt11992424,movie,Saptha Sagaradaache Ello - Side A,"[18, 10749]",joy
tt1200060,movie,The English Surgeon,[99],fear
tt12003372,movie,Holding These Moments,"[99, 10402]",sadness
tt1201607,movie,Harry Potter and the Deathly Hallows: Part 2,"[12, 10751, 14]",sadness
tt1201620,movie,Donkey in Lahore,"[99, 18]",anger
tt12019660,movie,My Brothers & Friends!,[18],anger
tt1202562,movie,Faubourg Tremé: The Untold Story of Black New Orleans,[99],joy
tt1202564,movie,Fire Under the Snow,[99],anger
tt1202573,movie,Playing for Change: Peace Through Music,"[99, 10402]",joy
tt12038672,movie,Money Back Guarantee,"[28, 35, 53]",joy
tt1204186,movie,Yuxu,"[35, 10749]",anger
tt1204893,movie,Eloquent Nude: The Love and Legacy of Edward Weston & Charis Wilson,"[-1, 99]",joy
tt1204936,movie,New York Lately,[18],joy
tt1205046,movie,"Bucharest, Memory Lost","[-1, 99, 36]",sadness
tt12054842,movie,Maybe Someday,"[35, 18]",joy
tt12054850,movie,Pratikshya,[18],anger
tt1205489,movie,Gran Torino,[18],anger
tt1206014,movie,Shakespeare and Victor Hugo's Intimacies,"[80, 99, 53]",anger
tt1206342,movie,A Touch of Beijing,"[12, 36]",joy
tt12064936,movie,Tenets of the Maladjusted,"[35, 18]",anger
tt12077850,movie,Quota,[10751],joy
tt12078096,movie,Endurance,[99],joy
tt12084964,movie,Chunky Shrapnel,"[99, 10402]",joy
tt1212075,movie,Chitemma Mogudu,[35],fear
tt1212142,movie,Rowdy Gari Pellam,[18],anger
tt12125148,movie,Burn with Us,[99],anger
tt12163034,movie,Killing Kelly,[99],fear
tt1217282,movie,One Fast Move or I'm Gone: Kerouac's Big Sur,"[99, 10402]",fear
tt1219834,movie,Rough Winds,[18],sadness
tt12200224,movie,"Sockeye Salmon, Red Fish",[99],sadness
tt1220221,movie,Motherland,[99],joy
tt1220719,movie,Ip Man,"[28, -1, 18]",anger
tt12213088,movie,Odahuttidavaru,"[18, 10751]",anger
tt1223139,movie,Másik bolygó,"[99, 18]",anger
tt12253130,movie,UKE: The Untold Story of Hockey Legends,"[99, 36, -1]",joy
tt1225771,movie,Van élet a halál elött?,[99],fear
tt12267100,movie,Public Trust,[99],anger
tt12267750,movie,Grandpa's Crazy?,"[35, 10751, -1]",anger
tt12268038,movie,America's Last Little Italy: The Hill,[99],joy
tt12277540,movie,Mr. Dressup: The Magic of Make-Believe,[99],joy
tt12282108,movie,Appu,"[28, 35, 10749]",anger
tt12294158,movie,The Real Will Wood,"[35, 99, -1]",anger
tt12297778,movie,Day of the Dead: A Celebration of Life,[99],joy
tt12300682,movie,Bernie Blackout,[99],anger
tt12316790,movie,This is the Last Dam Run of Likker I'll Ever Make,[99],sadness
tt12320684,movie,Aama,[18],anger
tt1232771,movie,Come Rain or Shine,"[99, 10402]",joy
tt12344312,movie,Summer with the Guys,"[35, 18]",anger
tt12361178,movie,Drishyam 2,"[80, 18, 53]",sadness
tt1236326,movie,Cseh Tamás film,"[99, 10402]",anger
tt12370388,movie,Stamps Back,[99],anger
tt1237881,movie,Golden Earrings,"[18, 53]",fear
tt1238117,movie,The Fortuneteller,[18],anger
tt12385296,movie,Acid Test,[18],sadness
tt12385356,movie,Tomcat Tales,[99],joy
tt1238762,movie,Our School,[99],anger
tt12397050,movie,The Magnitude of All Things,[99],sadness
tt1240548,movie,Youngstown: Still Standing,"[80, 99, 36]",joy
tt1241016,movie,Family,"[35, 18, 10749]",anger
tt12415546,movie,Attack on Titan: Chronicle,"[28, 12, 16]",joy
tt12421658,movie,Fragile memory,[99],sadness
tt1242867,movie,Dirty Hands: The Art and Crimes of David Choe,"[-1, 80, 99]",joy
tt1243986,movie,Adam Surat,[99],joy
tt12451380,movie,Chhupam Chhaai,"[12, 18, 10751]",fear
tt1247440,movie,Taking Root: The Vision of Wangari Maathai,[99],love
tt1247639,movie,Bad Faith,"[18, 53]",anger
tt12488306,movie,Bittersweet Chocolate,"[18, 9648, 53]",fear
tt1248960,movie,The People v. Leo Frank,"[80, 18]",anger
tt1251495,movie,Spicy Mac Project,[35],anger
tt1252299,movie,I Love You Anne,"[35, 10749]",joy
tt12524210,movie,The Funeral Director,[99],fear
tt12526464,movie,Qawwali - Music of the Mystics,[10402],joy
tt1253842,movie,Cape Spin: An American Power Struggle,[99],fear
tt1253853,movie,"Live Fast, Die Young",[18],sadness
tt1253856,movie,We Iraqis,[99],fear
tt1255953,movie,Incendies,"[18, 9648, 10752]",joy
tt1256537,movie,Back to Babylon,[99],sadness
tt12575978,movie,Match Struck,[18],sadness
tt12580538,movie,Showdown in Yesteryear,"[14, 37]",fear
tt1258240,movie,Two Million Minutes: A Global Examination,[99],joy
tt12600214,movie,Mambo Man,[18],fear
tt1260649,movie,Angels & Airwaves: Start the Machine,"[99, 10402]",joy
tt1261047,movie,Gulaal,"[80, 18, 53]",anger
tt1261895,movie,Little Joe,[99],anger
tt1262405,movie,Burma Soldier,"[-1, 99, 36]",anger
tt12625176,movie,Bosomy Mom,"[-1, 10749]",anger
tt1262986,movie,The Last Play at Shea,"[-1, 99, 36]",joy
tt12630650,movie,My Father's Brothers,[99],fear
tt12634880,movie,Fatsani - Tale of Survival,[18],anger
tt1263697,movie,One California Day,"[-1, 99, 18]",joy
tt1266068,movie,"Häm ziyarät, häm ticarät...","[35, 18]",joy
tt1266112,movie,Tähminä,"[18, 10749]",anger
tt12670516,movie,Where Is Pinki?,"[18, 53]",fear
tt1267388,movie,Indochine: A People's War in Colour,[99],joy
tt12678438,movie,"Return to Eden, It's All About Coming Home",[99],joy
tt12678584,movie,Napoli Eden,[99],joy
tt12685376,movie,Giovanni's,"[-1, 18, 10749]",anger
tt1268991,movie,Women in Boxes,"[99, 10749]",anger
tt12699782,movie,Shoujo Kageki Revue Starlight: Rondo Rondo Rondo,"[16, 18, 10402]",joy
tt12700092,movie,Article 21,[18],anger
tt12716222,movie,It's Only Life After All,"[99, 10402]",joy
tt12721126,movie,Idiot Prayer,[10402],anger
tt12729258,movie,The Toymaker Hidden Heirloom,[99],anger
tt12736062,movie,Viruddha,[53],anger
tt12745710,movie,Publish or Perish,[35],sadness
tt1275952,movie,O Mistério do Samba,[99],joy
tt1276943,movie,Bringing Godzilla Down to Size: The Art of Japanese Special Effects,[99],joy
tt1276974,movie,Now Here,"[80, 18, 14]",joy
tt12785062,movie,Mustache,"[35, 18, 10751]",anger
tt12786756,movie,Freak Power: The Ballot or the Bomb,"[-1, 99]",anger
